. кроме того , :  count:282  textCnt:261
свой ядерный программа , :  count:3  textCnt:3
пока тот есть рассматривать :  count:3  textCnt:3
нужно периодически заменять аккумулятор :  count:3  textCnt:3
изучать магнитный пол сатурн :  count:3  textCnt:3
и новый зеландия . :  count:3  textCnt:2
свое существование легендарный российский :  count:3  textCnt:3
в коммерческий цель . :  count:3  textCnt:3
заявил о том , :  count:3  textCnt:3
200 тонна вод . :  count:3  textCnt:3
не выдержал вес российский :  count:3  textCnt:3
из моряк не пострадал :  count:3  textCnt:3
неисправность система управление ракета :  count:3  textCnt:3
определяю количество оставшийся горючее :  count:3  textCnt:3
ракета с два спутник :  count:3  textCnt:3
более глубокий слоев солнце :  count:3  textCnt:3
то есть вод . :  count:3  textCnt:1
солнечный ветер представляю себя :  count:3  textCnt:3
воздействие на солнечный батарея :  count:3  textCnt:3
скафандр орлан номер 12 :  count:3  textCnt:3
. на его борт :  count:3  textCnt:3
вывод о том , :  count:3  textCnt:3
выступил с заявление , :  count:3  textCnt:3
шарип и американский астронавт :  count:3  textCnt:3
афганистан изменился избран президент :  count:3  textCnt:3
испытание ядерный оружие . :  count:3  textCnt:3
выдача тормозной импульс и :  count:3  textCnt:3
решение о том , :  count:3  textCnt:3
выхлоп двигатель корабль на :  count:3  textCnt:3
система управление ракета , :  count:3  textCnt:3
к такой вывод в :  count:3  textCnt:3
с титан зонд huygens :  count:3  textCnt:2
и с атомарный кислород :  count:3  textCnt:3
коммерческий телевидение на территория :  count:3  textCnt:3
лера чиао и салижану :  count:3  textCnt:3
, который должен быль :  count:3  textCnt:3
. так , если :  count:3  textCnt:3
личной состав вооружённый сила :  count:3  textCnt:3
спутник на борт . :  count:3  textCnt:3
планет , строение кольцо :  count:3  textCnt:3
, нахожусь на орбита :  count:3  textCnt:3
, в который он :  count:3  textCnt:3
лаборатория реактивный движение в :  count:3  textCnt:3
министр иностранный дело украина :  count:3  textCnt:3
внешний поверхность станция . :  count:3  textCnt:3
заявил министр оборона рф :  count:3  textCnt:3
фрагмент ракета носитель молния :  count:3  textCnt:2
эволюция наш планет . :  count:3  textCnt:3
на шестой минута полёт :  count:3  textCnt:3
, что в сша :  count:3  textCnt:3
плохой организация проект . :  count:3  textCnt:3
, что на мкс :  count:3  textCnt:3
что позволяю значительно снизить :  count:3  textCnt:3
. это уж не :  count:3  textCnt:3
российский стыковочный отсек пирс :  count:3  textCnt:3
упал , и ремонтный :  count:3  textCnt:3
сообщаю агентство xinhua . :  count:3  textCnt:3
в случай его нехватка :  count:3  textCnt:3
как отмечаюсь в пресс :  count:3  textCnt:3
начался в 2003 год :  count:3  textCnt:3
частный компания scaled composites :  count:3  textCnt:3
в космос резок упал :  count:3  textCnt:3
в воскресение в интервью :  count:3  textCnt:3
в настоящее время по :  count:3  textCnt:3
, до недавний временю :  count:3  textCnt:3
и он принял около :  count:3  textCnt:3
обеспечивать защита суверенитет и :  count:3  textCnt:3
удался посадить космический аппарат :  count:3  textCnt:3
сообщаю газета los angeles :  count:3  textCnt:3
. в ход выставка :  count:3  textCnt:3
на борт станция , :  count:3  textCnt:3
. мы провожу занятие :  count:3  textCnt:3
, как предполагаю учёный :  count:3  textCnt:3
объявил , что в :  count:3  textCnt:3
планет , находящийся за :  count:3  textCnt:3
сатурн , а также :  count:3  textCnt:3
российский ракета носитель протон :  count:3  textCnt:3
кроме того , космонавт :  count:3  textCnt:3
в темное время сутки :  count:3  textCnt:3
октябрь 1997 год . :  count:3  textCnt:3
подписан соглашение о сотрудничество :  count:3  textCnt:2
заведение , пять санкт :  count:3  textCnt:3
, с один сторона :  count:3  textCnt:3
на сайт cnn . :  count:3  textCnt:3
подполковник юрий шаргин , :  count:3  textCnt:3
вывод баз , заявил :  count:3  textCnt:3
целю она не достиг :  count:3  textCnt:3
spaceflightnow . com . :  count:3  textCnt:3
подводной лодка , сообщаю :  count:3  textCnt:3
пожелавший остаться неназванный . :  count:3  textCnt:3
сообщаю сайт space . :  count:3  textCnt:3
мы провожу занятие по :  count:3  textCnt:3
, где из за :  count:3  textCnt:3
штатный режим . huygens :  count:3  textCnt:3
, выяснил , что :  count:3  textCnt:3
, старт который намечен :  count:3  textCnt:3
орбита сатурн , после :  count:3  textCnt:3
учение , который продлился :  count:3  textCnt:3
, с свой сторона :  count:3  textCnt:3
великобритания , германий , :  count:3  textCnt:2
строение его кольцо , :  count:3  textCnt:3
цель проведение технический эксперимент :  count:3  textCnt:3
после катастрофа шаттл колумбия :  count:3  textCnt:3
в 2009 год , :  count:3  textCnt:3
вредный газ в атмосфера :  count:3  textCnt:3
h . floresiensis умёл :  count:3  textCnt:3
использоваться астроном для новое :  count:3  textCnt:3
2006 2015 год . :  count:3  textCnt:3
в список важнейший научный :  count:3  textCnt:3
, что в 2004 :  count:3  textCnt:3
могу бы пролить свет :  count:3  textCnt:3
федеральный космический программа на :  count:3  textCnt:3
он должен вернуться на :  count:3  textCnt:3
сто год назад в :  count:3  textCnt:3
, что окончательный решение :  count:3  textCnt:3
свет на происхождение солнечный :  count:3  textCnt:3
технический вод и научный :  count:3  textCnt:3
право использовать этот полигон :  count:3  textCnt:3
в астан , который :  count:3  textCnt:3
пожелавший остаться неназванный , :  count:3  textCnt:3
компания space adventures , :  count:3  textCnt:2
2002 год , когда :  count:3  textCnt:3
ничего не знаю о :  count:3  textCnt:3
интервью телеканал россия . :  count:3  textCnt:3
год , а к :  count:3  textCnt:2
сообщаю газета washington post :  count:3  textCnt:3
год назад . это :  count:3  textCnt:3
4 , 5 миллион :  count:3  textCnt:2
пресс служба ввс россия :  count:3  textCnt:3
. аппарат есть запущен :  count:3  textCnt:3
, подпадаю под действие :  count:3  textCnt:3
. он утверждаю , :  count:3  textCnt:3
15 год . однако :  count:3  textCnt:3
орбита составляю 12 год :  count:3  textCnt:3
группа учёный из университет :  count:3  textCnt:3
и майкл финком , :  count:3  textCnt:3
и вход в верхний :  count:3  textCnt:3
. сухопутный войско сша :  count:3  textCnt:2
беспилотный летательный аппарат . :  count:3  textCnt:3
заявил , что отказываюсь :  count:3  textCnt:3
в скафандр , из :  count:3  textCnt:3
подающий кислород из баллон :  count:3  textCnt:3
по предварительный оценка , :  count:3  textCnt:3
о это опубликован в :  count:3  textCnt:3
глава федеральный агентство по :  count:3  textCnt:3
находящийся за предел солнечный :  count:3  textCnt:3
и , по слово :  count:3  textCnt:3
по местный временю . :  count:3  textCnt:3
двигатель аварийный сигнал . :  count:3  textCnt:3
в ход боевы действие :  count:3  textCnt:3
подполковник юрий шаргин . :  count:3  textCnt:3
на 40 параллель в :  count:3  textCnt:3
говорюсь в сообщение . :  count:3  textCnt:3
, как пишу газета :  count:3  textCnt:2
заявление министр иностранный дело :  count:3  textCnt:3
космический объект . в :  count:3  textCnt:3
модуль закрытый спецконтейнер биориск :  count:3  textCnt:3
в течение многие год :  count:3  textCnt:3
назван слишком рискованный . :  count:3  textCnt:3
специалист , скафандр финка :  count:3  textCnt:3
считаю , что его :  count:3  textCnt:2
мкс на орбита . :  count:3  textCnt:3
. по данные на :  count:3  textCnt:3
в финский залив . :  count:3  textCnt:2
потерпел неудача из за :  count:3  textCnt:3
многие учёный , однако :  count:3  textCnt:3
как сообщаю интернет издание :  count:3  textCnt:3
3 , 3 миллиард :  count:3  textCnt:3
сантиметр , что составляю :  count:3  textCnt:3
радиолиния для стыковка с :  count:3  textCnt:3
шаттл , который пристыковывались :  count:3  textCnt:3
исследование космос приоритетный направление :  count:3  textCnt:3
период с 22 по :  count:3  textCnt:3
что то похожий на :  count:3  textCnt:3
5 июль , было :  count:3  textCnt:3
мкс вышел из строя :  count:3  textCnt:3
век до наш эра :  count:3  textCnt:3
18 тысяча год назад :  count:3  textCnt:3
успешно совершил посадка на :  count:3  textCnt:3
гигиена космонавт . кроме :  count:3  textCnt:3
рассмотреть вопрос о вывод :  count:3  textCnt:3
он продолжаю использоваться астроном :  count:3  textCnt:3
медицинский оборудование , свежий :  count:3  textCnt:3
на титан продлился около :  count:3  textCnt:3
миллион фунт стерлинг . :  count:3  textCnt:3
по её ядерный программа :  count:3  textCnt:3
космический корабль spaceshipone , :  count:3  textCnt:3
год назад , по :  count:3  textCnt:3
лос аламосский национальный лаборатория :  count:3  textCnt:3
в течение месяц . :  count:3  textCnt:3
начальник главное штаб вмф :  count:3  textCnt:2
и страна снг . :  count:3  textCnt:3
, чем планируюсь . :  count:3  textCnt:3
строение кольцо сатурн , :  count:3  textCnt:3
за два час до :  count:3  textCnt:3
музей естественный история в :  count:3  textCnt:3
и отход жизнедеятельность экипаж :  count:3  textCnt:3
в время тренировочный полёт :  count:3  textCnt:3
, что проблема с :  count:3  textCnt:3
многоразовый пилотируемый космический корабль :  count:3  textCnt:3
с российский сторона в :  count:3  textCnt:3
2001 год . цель :  count:3  textCnt:3
конец 1960 х год :  count:3  textCnt:3
приз есть вручен разработчик :  count:3  textCnt:3
зонд huygens успешно совершил :  count:3  textCnt:3
с помощь ракета носитель :  count:3  textCnt:3
иллюминатор и весь внешний :  count:3  textCnt:3
если среднегодовой температура на :  count:3  textCnt:3
вашингтон в постоянный угроза :  count:3  textCnt:3
за чего давление кислород :  count:3  textCnt:3
союз тма 5 , :  count:3  textCnt:3
в 1970 х год :  count:3  textCnt:3
силовой гироскоп номер два :  count:3  textCnt:3
частное космический туроператор , :  count:3  textCnt:3
космический исследование сша объявил :  count:3  textCnt:3
риа новость . на :  count:3  textCnt:3
. в октябрь 2003 :  count:3  textCnt:3
россия владимир путин подписал :  count:3  textCnt:3
в переговоры по свой :  count:3  textCnt:3
от объема мозг современный :  count:3  textCnt:3
. несколько день назад :  count:3  textCnt:3
изучение гамма вспышка , :  count:3  textCnt:2
китай и индий . :  count:3  textCnt:3
четверть от объема мозг :  count:3  textCnt:3
пресс служба минобороны . :  count:3  textCnt:3
пилотируемый космический полёт . :  count:3  textCnt:3
агентство уж объявил о :  count:3  textCnt:3
флот вица адмирал александр :  count:3  textCnt:3
, ракета носитель среднее :  count:3  textCnt:3
нато партнерство в имя :  count:3  textCnt:3
и нахожусь на расстояние :  count:3  textCnt:3
россиянин салижан шарип и :  count:3  textCnt:3
в ход нея в :  count:3  textCnt:3
американский спутник связь хм3 :  count:3  textCnt:3
. кризис в отношение :  count:3  textCnt:2
в военен космический программа :  count:3  textCnt:1
. если этот процесс :  count:3  textCnt:3
интернет издание space . :  count:3  textCnt:3
в прошлое год , :  count:3  textCnt:3
до 2012 год . :  count:3  textCnt:3
из 30 вуз , :  count:3  textCnt:3
бюджет на 2005 год :  count:3  textCnt:3
. он образован поток :  count:3  textCnt:3
14 виток вокруг земля :  count:3  textCnt:3
понять функционирование вестибулярный аппарат :  count:3  textCnt:3
живой существо на земля :  count:3  textCnt:3
орлан номер 12 , :  count:3  textCnt:3
палец и два интегрированный :  count:3  textCnt:3
существую 229 военный кафедра :  count:3  textCnt:3
корабль , как правило :  count:3  textCnt:3
смена экипаж на мкс :  count:3  textCnt:3
около четырех год . :  count:3  textCnt:3
распад топливо корабль вступаю :  count:3  textCnt:3
по требование грузинский сторона :  count:3  textCnt:3
станция , передаю риа :  count:3  textCnt:3
, выдача тормозной импульс :  count:3  textCnt:3
рассказал в интервью агентство :  count:3  textCnt:3
сообщаю physorg . com :  count:3  textCnt:3
экспедиция американец лера чиао :  count:3  textCnt:3
конец век на день :  count:3  textCnt:3
финка . по слово :  count:3  textCnt:3
. у телескоп нужно :  count:3  textCnt:3
пять санкт петербургский , :  count:3  textCnt:3
поверхность титан в 15 :  count:3  textCnt:3
миллион доллар , тогда :  count:3  textCnt:3
ракета , возникнувший в :  count:3  textCnt:3
который могу бы пролить :  count:3  textCnt:3
, как утверждаю в :  count:3  textCnt:3
, обвинив вашингтон в :  count:3  textCnt:3
финансовый поддержка один из :  count:3  textCnt:3
. как заметил один :  count:3  textCnt:3
считаю , что он :  count:3  textCnt:3
подводной лодка в баренцев :  count:3  textCnt:3
московский временю . в :  count:3  textCnt:3
, и взрыв в :  count:3  textCnt:3
, стоимость который составляю :  count:3  textCnt:3
корабль , в том :  count:3  textCnt:3
пол сатурн , строение :  count:3  textCnt:3
пишу газета independent . :  count:3  textCnt:3
хранить данные с более :  count:3  textCnt:3
отсек служебный модуль закрытый :  count:3  textCnt:3
скорость , с который :  count:3  textCnt:3
разработчик первое частное трёхместного :  count:3  textCnt:3
на сайт компания . :  count:3  textCnt:3
узбекистан попросил американец скорее :  count:3  textCnt:3
чтобы доказать , что :  count:3  textCnt:3
f/a 18e/f super hornet :  count:3  textCnt:2
в декабрь 2003 год :  count:3  textCnt:3
м1 11 , который :  count:3  textCnt:3
в сила какой либо :  count:3  textCnt:3
. в любой случай :  count:3  textCnt:3
на граница солнечный система :  count:3  textCnt:3
подпадаю под действие статья :  count:3  textCnt:3
, тогда как ранее :  count:3  textCnt:3
лауреат нобелевский премия по :  count:3  textCnt:3
из руководитель проект , :  count:3  textCnt:3
уж заявил , что :  count:3  textCnt:3
данные с более высокий :  count:3  textCnt:3
, что это такой :  count:3  textCnt:3
о это сообщаю агентство :  count:3  textCnt:3
15 январь 2005 год :  count:3  textCnt:3
, и ремонтный работа :  count:3  textCnt:3
на граница земной атмосфера :  count:3  textCnt:3
весь внешний поверхность станция :  count:3  textCnt:3
, по слово исследователь :  count:3  textCnt:3
техник , а также :  count:3  textCnt:3
риа новость . согласно :  count:3  textCnt:3
, который произошёл на :  count:3  textCnt:3
вывод российский военный баз :  count:3  textCnt:3
в отличие от обычный :  count:3  textCnt:3
средство личной гигиена космонавт :  count:3  textCnt:3
. по расчетам учёный :  count:3  textCnt:3
times . по его :  count:3  textCnt:3
это занимаюсь экипаж шаттл :  count:3  textCnt:3
российский скафандр орлан номер :  count:3  textCnt:3
, показываю , что :  count:3  textCnt:3
ремонтный работа пришёлся прервать :  count:3  textCnt:3
проект , получивший название :  count:3  textCnt:3
генерал армия юрий балуевский :  count:3  textCnt:3
на два нога . :  count:3  textCnt:2
россия адмирал флот владимир :  count:3  textCnt:2
новое поколение , сообщаю :  count:3  textCnt:3
морской пехота сша в :  count:3  textCnt:3
на гавайский остров . :  count:3  textCnt:3
не планирую эвакуировать экипаж :  count:3  textCnt:3
десятка американский компания , :  count:3  textCnt:3
в россия существую 229 :  count:3  textCnt:3
северный корея . в :  count:3  textCnt:3
. по слово инженер :  count:3  textCnt:3
сайт журнал new scientist :  count:3  textCnt:3
носитель для спускаемый аппарат :  count:3  textCnt:3
такой заявление выступил посол :  count:3  textCnt:3
президент россия и казахстан :  count:3  textCnt:3
российский и американский продукт :  count:3  textCnt:3
что в ближайший будущее :  count:3  textCnt:3
грузинский сторона прекратил их :  count:3  textCnt:3
затем повторить полю в :  count:3  textCnt:3
который , по предположение :  count:3  textCnt:3
, а нарушение в :  count:3  textCnt:3
развитие и торговля герман :  count:3  textCnt:3
закрытый спецконтейнер биориск мсн :  count:3  textCnt:3
изучать магнитный пол планет :  count:3  textCnt:3
отражатель и антенна новый :  count:3  textCnt:3
, прошёл парламентский выбор :  count:3  textCnt:3
статья о это опубликован :  count:3  textCnt:3
работаю в открытый космос :  count:3  textCnt:3
привёл . в 2004 :  count:3  textCnt:3
северокорейский ядерный программа , :  count:3  textCnt:3
, что в это :  count:3  textCnt:3
на земля . по :  count:3  textCnt:3
россия генерал полковник владимир :  count:3  textCnt:3
кроме того , планируюсь :  count:3  textCnt:3
стартовал с космодром байконур :  count:3  textCnt:3
занимаюсь экипаж шаттл , :  count:3  textCnt:3
администрация сша nasa объявил :  count:3  textCnt:3
космический техник , а :  count:3  textCnt:3
очистка атмосфера от микропримесей :  count:3  textCnt:3
командир экипаж эйлин коллинз :  count:3  textCnt:3
. до 2010 год :  count:3  textCnt:3
, япония и китай :  count:3  textCnt:3
15 45 по московский :  count:3  textCnt:3
пилотируемый космический корабль , :  count:3  textCnt:3
безопасность , должен осуществляться :  count:3  textCnt:3
вполне исправен , а :  count:3  textCnt:3
что посадка зонд прохожу :  count:3  textCnt:3
в сообщение пресс служба :  count:3  textCnt:3
в середина июль . :  count:3  textCnt:3
выбор . почему не :  count:3  textCnt:3
михайл заявил , что :  count:3  textCnt:3
на вопрос , не :  count:3  textCnt:3
он заявил , что :  count:3  textCnt:3
октябрь вместе с экипаж :  count:3  textCnt:3
, способный нести ядерный :  count:3  textCnt:3
насос , подающий кислород :  count:3  textCnt:3
армия , а также :  count:3  textCnt:3
год зонд huygens успешно :  count:3  textCnt:3
, на который учусь :  count:3  textCnt:3
быль получен в результат :  count:3  textCnt:3
законодательство каждый страна . :  count:3  textCnt:3
пилотируемый аппарат союз тма :  count:3  textCnt:3
. боевой применение российский :  count:3  textCnt:3
100 тысяча год . :  count:3  textCnt:3
назад . как сообщаю :  count:3  textCnt:3
по слово глава роскосмос :  count:3  textCnt:3
. по приблизительный оценка :  count:3  textCnt:3
из другой регион . :  count:3  textCnt:3
их воздействие на солнечный :  count:3  textCnt:3
sean o keefe , :  count:3  textCnt:3
. в 1998 год :  count:3  textCnt:3
временю . примерно за :  count:3  textCnt:3
выяснил , что за :  count:3  textCnt:3
снимка , сделанный космический :  count:3  textCnt:3
нью йорк , александрия :  count:3  textCnt:3
. о это с :  count:3  textCnt:3
с помощь который учёный :  count:3  textCnt:3
управление полёт не планирую :  count:3  textCnt:3
. напомнил , недавно :  count:3  textCnt:3
к прекращение северокорейский ядерный :  count:3  textCnt:3
вуз только 35 военный :  count:3  textCnt:3
от три до пять :  count:3  textCnt:3
, и она не :  count:3  textCnt:3
световы год от солнечный :  count:3  textCnt:3
баллон в скафандр , :  count:3  textCnt:3
орбита . обломок носитель :  count:3  textCnt:3
. по условие конкурс :  count:3  textCnt:3
16 12 по московский :  count:3  textCnt:3
есть отложен из за :  count:3  textCnt:3
подтвердивший , что посадка :  count:3  textCnt:3
отстыковался от международный космический :  count:3  textCnt:3
до конец век на :  count:3  textCnt:3
как отмечаю издание , :  count:3  textCnt:3
космический агентство , а :  count:3  textCnt:3
посадить космический аппарат с :  count:3  textCnt:3
его слово , учёный :  count:3  textCnt:3
к с российский спутник :  count:3  textCnt:2
, что поломка гироскоп :  count:3  textCnt:3
, до 1 сентябрь :  count:3  textCnt:3
год после катастрофа шаттл :  count:3  textCnt:3
2 потерпел неудача из :  count:3  textCnt:3
случай его нехватка передаю :  count:3  textCnt:3
, у который нет :  count:3  textCnt:3
звук . по слово :  count:3  textCnt:3
неукротимый не смог принять :  count:3  textCnt:3
до 2017 год . :  count:3  textCnt:2
хаббл , срок служба :  count:3  textCnt:3
в это район в :  count:3  textCnt:3
. в 2002 год :  count:3  textCnt:3
могу использоваться для вывод :  count:2  textCnt:2
намечен на 25 май :  count:2  textCnt:2
пру близкий к абсолютный :  count:2  textCnt:2
страна , в который :  count:2  textCnt:2
arianespace , который являюсь :  count:2  textCnt:1
уж более десятка американский :  count:2  textCnt:2
грузия , в котор :  count:2  textCnt:2
возраст от 10 до :  count:2  textCnt:2
сообщил начальник управление пилотируемый :  count:2  textCnt:2
спутник ксичанг xichang на :  count:2  textCnt:2
, что второй экспедиция :  count:2  textCnt:2
профессор астрономия вашингтонский университет :  count:2  textCnt:2
изображён береговой линия с :  count:2  textCnt:2
указал , что к :  count:2  textCnt:2
. срок полёт , :  count:2  textCnt:2
для задача , который :  count:2  textCnt:2
завершить поставка в соответствие :  count:2  textCnt:2
полёт , установленный организатор :  count:2  textCnt:2
сообщаю reuters . это :  count:2  textCnt:2
, и в это :  count:2  textCnt:2
шесть человек , который :  count:2  textCnt:2
экологичный в отличие от :  count:2  textCnt:2
, который марсоход исследовал :  count:2  textCnt:2
работающий на жидкий кислород :  count:2  textCnt:2
поверхность люба из известный :  count:2  textCnt:2
армия испытываю нехватка в :  count:2  textCnt:2
релиз на сайт компания :  count:2  textCnt:2
1965 год , а :  count:2  textCnt:2
россия . разработчик и :  count:2  textCnt:2
что impactor пробьет отверстие :  count:2  textCnt:2
клетка кожа и межклеточный :  count:2  textCnt:2
. я имею в :  count:2  textCnt:2
атмосфера пру ядерный авария :  count:2  textCnt:2
иракский армия первое пять :  count:2  textCnt:1
участвующий в проект , :  count:2  textCnt:2
в личной состав . :  count:2  textCnt:2
другой министерство и ведомство :  count:2  textCnt:2
экватор строительство стартовый комплекс :  count:2  textCnt:2
, выигранный в 1927 :  count:2  textCnt:2
отправлен на космодром 6 :  count:2  textCnt:2
оба машин составил 22 :  count:2  textCnt:2
в область противоракетный оборона :  count:2  textCnt:1
половина год , в :  count:2  textCnt:2
discovery откладываюсь как минимум :  count:2  textCnt:1
число случай отказ аппаратура :  count:2  textCnt:2
участвую американский армия , :  count:2  textCnt:2
чем с байконур . :  count:2  textCnt:2
счет погашение долг завод :  count:2  textCnt:2
шос . поздний с :  count:2  textCnt:2
на полтора час , :  count:2  textCnt:2
. до это временю :  count:2  textCnt:2
, по расчетам специалист :  count:2  textCnt:2
оборудование для следующий экспедиция :  count:2  textCnt:2
экспедиция на орбита должен :  count:2  textCnt:2
осуществлять полю на высота :  count:2  textCnt:2
телевидение в сша . :  count:2  textCnt:2
исследовательский центр nasa в :  count:2  textCnt:2
котор дислоцирован авиабаза ввс :  count:2  textCnt:2
на поставка самолёт участвую :  count:2  textCnt:2
до сей пора мы :  count:2  textCnt:2
в мир наука , :  count:2  textCnt:1
китай и европейский союз :  count:2  textCnt:1
представитель командование вмс , :  count:2  textCnt:2
воздух и блок очистка :  count:2  textCnt:2
. однако на этот :  count:2  textCnt:2
подготовка полёт на луна :  count:2  textCnt:2
в 35 миллион доллар :  count:2  textCnt:2
безопасность экипаж и станция :  count:2  textCnt:2
похожий на земля . :  count:2  textCnt:2
ночь в сложный метеоусловия :  count:2  textCnt:2
зонд , а к :  count:2  textCnt:2
отношение сша и израиль :  count:2  textCnt:2
европейский космический агентство в :  count:2  textCnt:2
8 миллиард доллар на :  count:2  textCnt:2
подготовка к стыковка с :  count:2  textCnt:2
просто вмерзнуть в лед :  count:2  textCnt:2
в результат взрыв который :  count:2  textCnt:2
spirit и opportunity . :  count:2  textCnt:2
по московский временю вышел :  count:2  textCnt:2
образец несмертельного оружие , :  count:2  textCnt:2
а втора документ определяю :  count:2  textCnt:2
экипаж мкс работаю в :  count:2  textCnt:2
который являюсь выбор тип :  count:2  textCnt:2
напомнил , что 9 :  count:2  textCnt:2
эксперимент , конечный цель :  count:2  textCnt:2
имею возможность совершать посадка :  count:2  textCnt:2
beagle 2 потерпел неудача :  count:2  textCnt:2
сайт msnbc . com :  count:2  textCnt:2
на территория россия , :  count:2  textCnt:2
считаю , что метан :  count:2  textCnt:2
12 14 по московский :  count:2  textCnt:2
основа с согласие обучающийся :  count:2  textCnt:2
поверхность небесный тело , :  count:2  textCnt:2
система , сообщаю associated :  count:2  textCnt:2
и ночь . новый :  count:2  textCnt:2
отправил на орбита первое :  count:2  textCnt:2
и opportunity продолжил работа :  count:2  textCnt:2
что старт космический челнок :  count:2  textCnt:2
шарип . они прибыль :  count:2  textCnt:2
500 тысяча тонна и :  count:2  textCnt:1
. перед полетом президент :  count:2  textCnt:2
помог понять , как :  count:2  textCnt:2
мексиканский граница в штат :  count:2  textCnt:1
10 тысяча солнечный . :  count:2  textCnt:1
пояснил , что такой :  count:2  textCnt:2
в 4 , 5 :  count:2  textCnt:2
кроме того , специалист :  count:2  textCnt:2
венгерский компания curris , :  count:2  textCnt:2
, выясняю межведомственный комиссия :  count:2  textCnt:2
безопасность шаттл выполнен только :  count:2  textCnt:2
. по данные институт :  count:2  textCnt:2
к безопасность полёт неисправность :  count:2  textCnt:2
который можно использовать в :  count:2  textCnt:2
york times . как :  count:2  textCnt:2
в течение восемь год :  count:2  textCnt:2
и майкл финка mike :  count:2  textCnt:2
стоимость контракт , по :  count:2  textCnt:2
термоядерный станция можно считать :  count:2  textCnt:2
уж несколько год . :  count:2  textCnt:2
на уровень федеральный орган :  count:2  textCnt:2
военный кафедра . большинство :  count:2  textCnt:2
11 миллиард световы год :  count:2  textCnt:2
2003 год . экспресс :  count:2  textCnt:2
метр , а скорость :  count:2  textCnt:2
перед посадка отделяюсь и :  count:2  textCnt:2
в конец июнь . :  count:2  textCnt:2
который могу привести к :  count:2  textCnt:2
рособоронэкспорт подписал контракт на :  count:2  textCnt:2
этот эксперимент помог учёный :  count:2  textCnt:2
фрагмент изоляционный пена . :  count:2  textCnt:2
финк лечу в космос :  count:2  textCnt:2
российский скафандр сокол кв :  count:2  textCnt:2
. для сравнение , :  count:2  textCnt:2
. уравнение , описывающий :  count:2  textCnt:2
х год . её :  count:2  textCnt:2
проверка весь поверхность шаттл :  count:2  textCnt:2
в 12 14 по :  count:2  textCnt:2
врач из институт медико :  count:2  textCnt:2
. в качество доказательство :  count:2  textCnt:2
примерно в 360 километр :  count:2  textCnt:2
в воскресение в владивосток :  count:2  textCnt:1
участие сша , япония :  count:2  textCnt:2
анализ . космический аппарат :  count:2  textCnt:2
точный масса мкс необходимо :  count:2  textCnt:2
военный летчика ян ливея :  count:2  textCnt:2
тяжелую бронетехника есть вывозить :  count:2  textCnt:2
31 август на российский :  count:2  textCnt:2
подписал закон о ратификация :  count:2  textCnt:2
грузовик прогресс м 53 :  count:2  textCnt:2
. на пресс конференция :  count:2  textCnt:2
плавучий платформа одиссей , :  count:2  textCnt:2
возможность создание на луна :  count:2  textCnt:2
. как сообщил начальник :  count:2  textCnt:2
полёт , если посчитал :  count:2  textCnt:2
место для предстоящий приземление :  count:2  textCnt:2
установлен аппаратура , который :  count:2  textCnt:2
, или же не :  count:2  textCnt:2
пространство и подготовить почва :  count:2  textCnt:2
швеция , германий , :  count:2  textCnt:1
украинский предприятие из днепропетровск :  count:2  textCnt:2
снабжен пушечный установка нппу :  count:2  textCnt:2
обеспечить прием и передача :  count:2  textCnt:2
балласт , эквивалентный их :  count:2  textCnt:2
вывоз с территория аджария :  count:2  textCnt:2
лицей в амстердам , :  count:2  textCnt:2
который он предстою провести :  count:2  textCnt:2
её поверхность люба из :  count:2  textCnt:2
тонна и их просто :  count:2  textCnt:1
корабль компания разработал больший :  count:2  textCnt:2
начало год покончил с :  count:2  textCnt:2
призовой фонд премия составил :  count:2  textCnt:2
часть на миллион . :  count:2  textCnt:1
государство , в том :  count:2  textCnt:2
ansari x prize 4 :  count:2  textCnt:2
май главный военный прокурор :  count:2  textCnt:2
самолёт загорелся первый и :  count:2  textCnt:2
назад , привёл к :  count:2  textCnt:2
стыковочный отсек пирс и :  count:2  textCnt:2
так как в это :  count:2  textCnt:2
по мнение медик , :  count:2  textCnt:2
самолёт . о это :  count:2  textCnt:2
ориентация мкс поддерживаюсь четыре :  count:2  textCnt:2
сообщил в роскосмос , :  count:2  textCnt:2
. как передаю в :  count:2  textCnt:2
неизвестный ранее большой космический :  count:2  textCnt:2
шаттл непосредственно в космос :  count:2  textCnt:2
и чащу сила воздушный :  count:2  textCnt:2
связь с окончание холодный :  count:2  textCnt:2
заявил брюс мюррэй , :  count:2  textCnt:2
посадочный полоса у самолёт :  count:2  textCnt:2
3 с украинский спутник :  count:2  textCnt:2
том , что количество :  count:2  textCnt:1
представляю опасность для космонавт :  count:2  textCnt:1
пру столкновение наш планет :  count:2  textCnt:2
институт робототехника и механотроники :  count:2  textCnt:2
spaceshipone совершил успешный полю :  count:2  textCnt:2
имею особый значение . :  count:2  textCnt:2
займет несколько месяц . :  count:2  textCnt:2
примерно на тру километр :  count:2  textCnt:1
июнь 2004 год , :  count:2  textCnt:2
что , вероятно , :  count:2  textCnt:2
помощь один из два :  count:2  textCnt:2
аппарат huygens , разработанный :  count:2  textCnt:2
вращение шар сориентировал на :  count:2  textCnt:2
, американец лера чиао :  count:2  textCnt:2
с новое российский спутник :  count:2  textCnt:2
это спутник есть отменен :  count:2  textCnt:2
огнем . как полагаю :  count:2  textCnt:2
