. дело в том , что :  count:32  textCnt:32
сторона . один из они вышел :  count:2  textCnt:2
с они в десятидневную командировка отправился :  count:2  textCnt:2
тренировка совместно с батальон вдв бундесвер :  count:2  textCnt:2
год huygens должен совершить посадка на :  count:2  textCnt:2
и осуществить высадка на луна человек :  count:2  textCnt:2
ракета класс asat , который запускаюсь :  count:2  textCnt:2
поскольку основное обеспечение мкс по прежний :  count:2  textCnt:2
. однако после катастрофа колумбия полёт :  count:2  textCnt:2
первое космонавт , военный летчика ян :  count:2  textCnt:2
войско сша несу на себе основной :  count:2  textCnt:2
остался . в минувший воскресение президент :  count:2  textCnt:2
этот процесс не замедлился , то :  count:2  textCnt:2
история астронавт пришёлся выполнить ряд ремонтный :  count:2  textCnt:2
который получил возможность управлять целое ряд :  count:2  textCnt:2
должен обеспечить прием и передача сигнал :  count:2  textCnt:2
они прибыль на станция неделя назад :  count:2  textCnt:2
минобороны украина посетил танковый завод , :  count:2  textCnt:2
собственно многоразовый являюсь только его вместительный :  count:2  textCnt:2
например , откуда берется метан , :  count:2  textCnt:2
гетит , в состав который , :  count:2  textCnt:2
объект противовоздушный оборона и военен воздушный :  count:2  textCnt:2
новое компонент космический техник , а :  count:2  textCnt:2
шарипов и лероя чиао . кроме :  count:2  textCnt:2
понять , как происхожу образование вселенная :  count:2  textCnt:2
испытатель , подполковник ввс сша финк :  count:2  textCnt:2
это уж втора выход астронавт discovery :  count:2  textCnt:2
затопление прогресс намечен на 9 март :  count:2  textCnt:2
если в агентство есть уверен в :  count:2  textCnt:2
, после 2017 год осуществить высадка :  count:2  textCnt:2
министр экономический развитие и торговля герман :  count:2  textCnt:2
командующий 37 й воздушный армия генерал :  count:2  textCnt:2
состав американский астронавт лероя чиао и :  count:2  textCnt:2
который в конечный итог вынудил её :  count:2  textCnt:2
или же не сработал воздушный подушка :  count:2  textCnt:2
космический группировка компания panamsat corporation , :  count:2  textCnt:2
аппарат cassini huygens есть запущен семь :  count:2  textCnt:2
россия владимир путин и министр оборона :  count:2  textCnt:2
, а также 49 гражданский лайнер :  count:2  textCnt:2
сообщил агентство риа новость с ссылка :  count:2  textCnt:2
серия консультация с руководство nasa принял :  count:2  textCnt:2
к том , что парашют зонд :  count:2  textCnt:2
космонавт салижан шарип , американец лера :  count:2  textCnt:2
и труд эхуд ольмертом . делегация :  count:2  textCnt:2
себя круг длина около 28 километр :  count:2  textCnt:2
и итальянец роберто виттори , который :  count:2  textCnt:2
служить согласно законопроект , принятый конгресс :  count:2  textCnt:2
отличаюсь от американский шаттл и буран :  count:2  textCnt:2
компания lockheed martin с f 16 :  count:2  textCnt:2
заявил в четверг представитель nasa , :  count:2  textCnt:2
слово представитель министерство оборона сша , :  count:2  textCnt:2
который веду разработка в область частное :  count:2  textCnt:2
среди который по 2 , як :  count:2  textCnt:2
энергоснабжение , сообщаю риа новость . :  count:2  textCnt:2
в конец 70 х год . :  count:2  textCnt:2
мина , в результат взрыв который :  count:2  textCnt:2
год чарльз линдбергом американский летчиком , :  count:2  textCnt:2
cassini есть запущен в 1997 год :  count:2  textCnt:2
, для развитие vsat сеть , :  count:2  textCnt:2
третий выход астронавт в космос назначен :  count:2  textCnt:2
сей пора фотография титан . на :  count:2  textCnt:2
8 секунда двигатель ракета остановил удаленно :  count:2  textCnt:2
рамсфелд считаю , что 480 тысячная :  count:2  textCnt:2
сориентировал на один космический объект . :  count:2  textCnt:2
китай на полуостров шаньдун и в :  count:2  textCnt:2
же есть передан минобороны грузия , :  count:2  textCnt:2
название braingate он смог открывать электронный :  count:2  textCnt:2
. перед выход в космос финк :  count:2  textCnt:2
вица адмирал сэр джеймс бернелл нагент :  count:2  textCnt:2
, 5 3 раз тяжелее , :  count:2  textCnt:2
в один и то же время :  count:2  textCnt:2
украина . как сообщаю риа новость :  count:2  textCnt:2
от космический аппарат cassini , находящийся :  count:2  textCnt:2
год назад луна откололся от земля :  count:2  textCnt:2
аппарат , передаю риа новость . :  count:2  textCnt:2
тысяча солдат быль добавлен в прошлое :  count:2  textCnt:2
, который вернется на земля вместе :  count:2  textCnt:2
земля , сообщаю риа новость . :  count:2  textCnt:2
владимир путин подписал закон о ратификация :  count:2  textCnt:2
батуми невозможен , и мы проинформировал :  count:2  textCnt:2
оба машин составил 22 миллиард йена :  count:2  textCnt:2
автоматический режим осуществлять полю на высота :  count:2  textCnt:2
часть полигон может использоваться военнослужащий 12 :  count:2  textCnt:2
. spaceshipone есть создан компания scaled :  count:2  textCnt:2
шаньдун и в прилегающий морской зона :  count:2  textCnt:2
скорость 37 тысяча километр в час :  count:2  textCnt:2
для её ориентация . по расчетам :  count:2  textCnt:2
. приблизительный стоимость оба машин составил :  count:2  textCnt:2
. по мнение некоторые учёный , :  count:2  textCnt:2
причина возникновение внештатный ситуация пру стыковка :  count:2  textCnt:1
согласно новое требование к безопасность полёт :  count:2  textCnt:2
уточнить данные , собранный прежний аппарат :  count:2  textCnt:2
шаттл на неопределенный срок , пока :  count:2  textCnt:2
на сайт газета washington times . :  count:2  textCnt:2
лишь подстегивает китайский научно конструкторский работа :  count:2  textCnt:2
против 3 й антифранцузский коалиция . :  count:2  textCnt:2
аппарат новый серия экспресс ама , :  count:2  textCnt:2
производство занимаюсь оао роствертол . ми :  count:2  textCnt:2
год . за полю на мкс :  count:2  textCnt:2
huygens . титан являюсь самый удаленным :  count:2  textCnt:2
в интерес минобороны , так и :  count:2  textCnt:2
того , в десятидневную командировка на :  count:2  textCnt:2
образовательный учреждение подробно регламентирован . пру :  count:2  textCnt:2
вывод американский военный баз из центральный :  count:2  textCnt:2
между глава мид россия и грузия :  count:2  textCnt:2
кроме того , до 2007 год :  count:2  textCnt:2
настоящее время американский армия провожу увеличение :  count:2  textCnt:2
в вооружённый сила продолжаюсь рост преступность :  count:2  textCnt:2
корпорация boeing сша , 25 ркк :  count:2  textCnt:2
нато в южный европа вица адмирал :  count:2  textCnt:2
определение их координата и выдача целеуказание :  count:2  textCnt:2
век . они прославился изучение именно :  count:2  textCnt:2
перед учёный встал и другой вопрос :  count:2  textCnt:2
окисление железа , содержащийся в базальтовый :  count:2  textCnt:2
исключаю , что запуск космический челнок :  count:2  textCnt:2
правда , как надеюсь специалист , :  count:2  textCnt:2
. самолёт направляюсь в район учение :  count:2  textCnt:2
американский астронавт лера чиао leroy chiao :  count:2  textCnt:2
голубой лазер вместо красное . длина :  count:2  textCnt:2
направленный против ядерный программа исламабад . :  count:2  textCnt:2
11 сентябрь , а 28 сентябрь :  count:2  textCnt:2
криогенный двигатель vulcain 2 , в :  count:2  textCnt:2
mars global surveyor , в ход :  count:2  textCnt:2
проект морской старт являюсь американский компания :  count:2  textCnt:2
суббота . специалист nasa потребовался тру :  count:2  textCnt:2
150 метр . мощный вспышка от :  count:2  textCnt:2
к такой вывод пришёл специалист nasa :  count:2  textCnt:2
гражданин сша деннис тито в 2001 :  count:2  textCnt:2
в том , что до сей :  count:2  textCnt:2
. к такой вывод учёный пришёл :  count:2  textCnt:2
в открытый космос для того , :  count:2  textCnt:2
носитель циклон 3 с украинский спутник :  count:2  textCnt:2
. в состав вооружение ми 28н :  count:2  textCnt:2
radio , сообщаю риа новость . :  count:2  textCnt:2
спутник gravity probe b разрабатываюсь с :  count:2  textCnt:2
вооружённый сила алексей московский заявил , :  count:2  textCnt:2
зенит вывел американский телекоммуникационный космический аппарат :  count:2  textCnt:2
пять год . телескоп хаббл , :  count:2  textCnt:2
система , практически идентичный человеческий . :  count:2  textCnt:1
выяснение причина , по который откололся :  count:2  textCnt:2
что использование планирующийся к запуск в :  count:2  textCnt:2
2005 год . фрагмент космический грузовик :  count:2  textCnt:2
за технический неполадка не смог выйти :  count:2  textCnt:2
достаточно , чтобы отложить запуск . :  count:2  textCnt:2
даю учёный основание утверждать , что :  count:2  textCnt:2
франко испанский флот , который потерял :  count:2  textCnt:2
её национальный безопасность , говорюсь в :  count:2  textCnt:2
правительство принимающий государство , и есть :  count:2  textCnt:2
пролететь кверху брюхо на расстояние 200 :  count:2  textCnt:2
. в настоящее время в японский :  count:2  textCnt:2
год . кроме это , китай :  count:2  textCnt:2
который два с половина год назад :  count:2  textCnt:2
в настоящее время она спущен на :  count:2  textCnt:2
. комиссия по расследование происшествие установил :  count:2  textCnt:2
для они никогда не представляю проблема :  count:2  textCnt:2
воздушный целю и сверхзвуковой управляемый ракета :  count:2  textCnt:2
есть работать на орбита 183 день :  count:2  textCnt:2
стартовал российский ракета носитель протон м :  count:2  textCnt:2
показал , что это не так :  count:2  textCnt:2
university в батон руже baton rouge :  count:2  textCnt:2
город , полностью ушёл под вод :  count:2  textCnt:2
мирный миссия 2005 состоялся 23 25 :  count:2  textCnt:2
к вывод , что из 15 :  count:2  textCnt:2
. весь о желание побороться за :  count:2  textCnt:2
, астронавт установил на стыковочный отсек :  count:2  textCnt:2
правый створка люк , закрывающий передний :  count:2  textCnt:2
, сообщаю defensenews . com . :  count:2  textCnt:2
парашют не раскрылся , падение капсула :  count:2  textCnt:2
, а также включать и выключать :  count:2  textCnt:2
и совершил два выход в открытый :  count:2  textCnt:2
заявил в интервью агентство представитель пресс :  count:2  textCnt:2
россия имеюсь больший наработка по ряд :  count:2  textCnt:2
флот советский союз в великий отечественный :  count:2  textCnt:1
космический челнок весь ещё связан с :  count:2  textCnt:2
сотрудничество , сообщаю риа новость . :  count:2  textCnt:2
ввс сша , есть предоставлен американец :  count:2  textCnt:2
в время стратегический команден штабной тренировка :  count:2  textCnt:2
2002 год . за полю на :  count:2  textCnt:2
. планируюсь , что он есть :  count:2  textCnt:2
очередь , это дает возможность делать :  count:2  textCnt:2
энергия имя королева россия , 20 :  count:2  textCnt:2
с восточный побережье кндр в сторона :  count:2  textCnt:2
канада , австралия , даний и :  count:2  textCnt:2
. шесть человек попытался доплыть до :  count:2  textCnt:2
есть установлен в конец январь 2005 :  count:2  textCnt:2
предшественник , займется поиск след вод :  count:2  textCnt:2
на неопределенный срок , пока не :  count:2  textCnt:2
машин в год . общий число :  count:2  textCnt:2
для обслуживание телескоп есть назван слишком :  count:2  textCnt:2
по весь видимость , принят после :  count:2  textCnt:2
не есть найден технический решение проблема :  count:2  textCnt:2
российский грузовой корабль прогресс м 50 :  count:2  textCnt:2
, эквивалентный их вес . в :  count:2  textCnt:2
boeing сша , 25 ркк энергия :  count:2  textCnt:2
от удар можно есть наблюдать даже :  count:2  textCnt:2
партия бронетранспортеров m1117 guardian , который :  count:2  textCnt:2
отменен по технический причина примерно за :  count:2  textCnt:2
настаиваю прежде весь сам туроператор , :  count:2  textCnt:2
китайский ракета класс воздух воздух и :  count:2  textCnt:2
тру день на то , чтобы :  count:2  textCnt:2
universal pictures и new line cinema :  count:2  textCnt:2
на скорейший принятие это закон настаиваю :  count:2  textCnt:2
конкурс приз есть вручен разработчик первое :  count:2  textCnt:2
страна о сотрудничество в военный сфера :  count:2  textCnt:2
зонд открылся слишком поздно , или :  count:2  textCnt:2
корабль союз тма с байконур на :  count:2  textCnt:2
в полметра оснащён два шарнир , :  count:2  textCnt:2
сша , украина , норвегия и :  count:2  textCnt:2
у человек и улитка нет . :  count:2  textCnt:2
. американец должен есть лететь на :  count:2  textCnt:2
геостационарный орбита спутник масса в 2 :  count:2  textCnt:2
иранский ракета среднее радиус действие семейство :  count:2  textCnt:2
счет совершенствование подготовка солдат и улучшение :  count:2  textCnt:2
а повторный попытка должен подтвердить надежность :  count:2  textCnt:2
corporation , который возглавляю медиамагнат руперт :  count:2  textCnt:2
посадка полностью разрушился шаттл columbia . :  count:2  textCnt:2
старшина , а также в береговой :  count:2  textCnt:2
к такой вывод пришёл исследователь из :  count:2  textCnt:2
передача имущество танкоремонтный завод осуществляюсь в :  count:2  textCnt:2
гироскоп оказался невозможный починить на орбита :  count:2  textCnt:2
научно конструкторский работа в область военный :  count:2  textCnt:2
есть проведён новое эксперимент , конечный :  count:2  textCnt:2
. напомнил , ранее сообщаюсь , :  count:2  textCnt:2
, 5 миллиард . между тем :  count:2  textCnt:2
трафальгар на атлантический побережье испания около :  count:2  textCnt:2
один литр твердого топливо можно получить :  count:2  textCnt:2
установить конкретный срок вывод военный контингент :  count:2  textCnt:2
эхуд ольмертом . делегация минобороны украина :  count:2  textCnt:2
иду строг по график и в :  count:2  textCnt:2
составил не менее 15 год . :  count:2  textCnt:2
, mro ничто не ограничен в :  count:2  textCnt:2
проведение технический эксперимент . по слово :  count:2  textCnt:2
, в ход который есть составлен :  count:2  textCnt:2
однако он не исключил , что :  count:2  textCnt:2
многоцелевой универсальный боева корабль класс эсминец :  count:2  textCnt:2
. поиск таинственный атлантида , по :  count:2  textCnt:2
компания panamsat corporation , есть расположен :  count:2  textCnt:2
на 10 сутки с цель проведение :  count:2  textCnt:2
на списанный подводной лодка в северодвинск :  count:2  textCnt:2
срок вывод американский военный баз из :  count:2  textCnt:2
использоваться военнослужащий 12 й рвб для :  count:2  textCnt:2
на орбита и есть взорван по :  count:2  textCnt:2
адрес кндр . в февраль 2005 :  count:2  textCnt:2
водоемов . кроме того , цель :  count:2  textCnt:2
система , сообщаю associated press . :  count:2  textCnt:2
спутник связь galaxy 14 , сообщаю :  count:2  textCnt:2
советский союз в великий отечественный война :  count:2  textCnt:1
для улучшение тактико технический характеристика иранский :  count:2  textCnt:2
не представляю проблема передислоцировать бронетехника на :  count:2  textCnt:2
рамка это проект конструктор создаю многоцелевой :  count:2  textCnt:2
который есть составлен первый подробный карта :  count:2  textCnt:2
вышел на ял в финский залив :  count:2  textCnt:2
обеспечение безопасный возвращение экипаж после работа :  count:2  textCnt:2
определенный дискомфорт экипаж в случай возникновение :  count:2  textCnt:2
реактор , это процесс слияние легких :  count:2  textCnt:2
исхожу из того , что в :  count:2  textCnt:2
с зарплата в полмиллиона доллар в :  count:2  textCnt:2
пробег по взлетно посадочный полоса у :  count:2  textCnt:2
с долг перед nasa по проект :  count:2  textCnt:2
до сей пора не существую способ :  count:2  textCnt:2
на связь и есть потерян . :  count:2  textCnt:2
, что этот ракета есть просто :  count:2  textCnt:2
arianespace , который являюсь один из :  count:2  textCnt:1
и плотный облачность её сначала перенёс :  count:2  textCnt:2
, что использование планирующийся к запуск :  count:2  textCnt:2
горный система , долина , кратер :  count:2  textCnt:2
, единственный луна в солнечный система :  count:2  textCnt:2
использование военный баз на территория государство :  count:2  textCnt:2
принятие это закон настаиваю прежде весь :  count:2  textCnt:2
дальше бороться с распространение ядерный оружие :  count:2  textCnt:2
королевский вмс , 58 иностранный боевы :  count:2  textCnt:2
дыгало , помощник главком вмф , :  count:2  textCnt:2
есть действовать в течение восемь год :  count:2  textCnt:2
кроме того , похожий нейро эксперимент :  count:2  textCnt:2
российский носитель составил конкуренция европейский ариан :  count:2  textCnt:2
пру необходимость , в люба момент :  count:2  textCnt:2
военный контингент сша и нато с :  count:2  textCnt:2
международный выставка военный техник , технология :  count:2  textCnt:2
что в чащу армейский авиация ввс :  count:2  textCnt:2
в 260 миллион доллар сша , :  count:2  textCnt:2
за счет состоятельный клиент , а :  count:2  textCnt:2
20 октябрь франко испанский эскадра 18 :  count:2  textCnt:2
ещё раз . по слово представитель :  count:2  textCnt:2
московский временю . накануне запуск это :  count:2  textCnt:2
космический центр nasa снова открыл для :  count:2  textCnt:1
панель регулятор расход жидкость на российский :  count:2  textCnt:2
грузинский сторона до 1 сентябрь 2005 :  count:2  textCnt:2
на суборбитальный орбита заявил уж более :  count:2  textCnt:2
. в август 1805 английский эскадра :  count:2  textCnt:2
о возможный использование союз для запуск :  count:2  textCnt:2
напомнил , что авария самолёт ввс :  count:2  textCnt:2
снабжаю сила самооборона страна такой аппарат :  count:2  textCnt:2
человек . ежегодно военный кафедра выпускаю :  count:2  textCnt:2
ахалцихе непригоден для пропуск бронетехника , :  count:2  textCnt:2
министр оборона рф сергей иванов о :  count:2  textCnt:2
который упал ракета , выясняю межведомственный :  count:2  textCnt:2
до 18 месяц . лицо с :  count:2  textCnt:2
, медицинский оборудование , запас топливо :  count:2  textCnt:2
и распознавание наземный и воздушный целее :  count:2  textCnt:2
телевизор , играть в компьютерный игра :  count:2  textCnt:2
. ежегодно военный кафедра выпускаю 52 :  count:2  textCnt:2
комплекс , находящийся на высота около :  count:2  textCnt:2
, есть составлен список из 15 :  count:2  textCnt:2
космический корабль , сообщаю reuters . :  count:2  textCnt:2
, который пополнил космический группировка компания :  count:2  textCnt:2
в новороссийск свой второй баз черноморский :  count:2  textCnt:2
планируюсь , что в чащу армейский :  count:2  textCnt:2
входить в состав весь флот россия :  count:2  textCnt:2
быть различный сейсмологический процесс , высвобождаюсь :  count:2  textCnt:2
планирую отправить исследовательский зонд к луна :  count:2  textCnt:2
железнодорожный станция в ахалцихе непригоден для :  count:2  textCnt:2
специалист агентство , вероятнее весь , :  count:2  textCnt:2
, также выработавший свой ресурс . :  count:2  textCnt:2
тру месяц аппарат преодолел около 1 :  count:2  textCnt:2
данные направление , заявил он . :  count:2  textCnt:2
оружие и военный технология в китай :  count:2  textCnt:2
, вызвал у власть республика удивление :  count:2  textCnt:2
от американский шаттл и буран . :  count:2  textCnt:2
теоретический курс занятие в подмосковный звездном :  count:2  textCnt:2
. они вживил электрод в мозг :  count:2  textCnt:2
андра кейперс пробыл на станция до :  count:2  textCnt:2
как сообщил информационный агентство риа новость :  count:2  textCnt:2
вспышка от удар можно есть наблюдать :  count:2  textCnt:2
россия и грузия . после официальный :  count:2  textCnt:2
. оба технология основан на использование :  count:2  textCnt:2
, выработавший свой ресурс и заполненный :  count:2  textCnt:2
высота в полметра оснащён два шарнир :  count:2  textCnt:2
намерен осуществить посадка на луна автоматический :  count:2  textCnt:2
известно , что пру взлете челнок :  count:2  textCnt:2
скафандр орлан номер 12 , также :  count:2  textCnt:2
год . несмотря на то , :  count:2  textCnt:2
российско американский экипаж международный космический станция :  count:2  textCnt:2
кроме того , цель полёт стал :  count:2  textCnt:2
увеличен до расчетной высота примерно в :  count:2  textCnt:2
труд эхуд ольмертом . делегация минобороны :  count:2  textCnt:2
на высота примерно 16 километр над :  count:2  textCnt:2
временю в вторник . через пять :  count:2  textCnt:2
. перминов отметил , что в :  count:2  textCnt:2
, отмечаю , что в распоряжение :  count:2  textCnt:2
год назад и подписанный 187 страна :  count:2  textCnt:2
граница солнечный система и окружающий её :  count:2  textCnt:2
за пять год выполнение действующий программа :  count:2  textCnt:2
есть переведён на контрактный способ комплектование :  count:2  textCnt:2
. по слово чиновник , заявление :  count:2  textCnt:2
европейский космический агентство esa . аппарат :  count:2  textCnt:2
год . её вывел из состав :  count:2  textCnt:2
анализ . космический аппарат cassini huygens :  count:2  textCnt:2
создание американский обитаемый баз на луна :  count:2  textCnt:2
первый представитель космический войско рф , :  count:2  textCnt:2
согласие обучающийся и их родитель , :  count:2  textCnt:2
космический аппарат от разгонный блок российский :  count:2  textCnt:2
десантный корабль на воздушный подушка , :  count:2  textCnt:2
учение в данный регион , и :  count:2  textCnt:2
открытый космос с момент стыковка шаттл :  count:2  textCnt:2
стратегический команден штабной тренировка безопасность 2004 :  count:2  textCnt:2
российский газета руководитель роскосмос анатолий перминов :  count:2  textCnt:2
расстояние в 133 миллион километр от :  count:2  textCnt:2
приказ наполеон i 20 октябрь франко :  count:2  textCnt:2
. кроме того , появление российский :  count:2  textCnt:2
, содержащийся в базальтовый порода планет :  count:2  textCnt:2
стою союз , он может создать :  count:2  textCnt:2
в базальтовый порода планет . в :  count:2  textCnt:2
год от земля . природа вспышка :  count:2  textCnt:2
человек в космос , поскольку принципиальный :  count:2  textCnt:2
. по данные на момент написание :  count:2  textCnt:2
первый частный космический корабль spaceshipone совершил :  count:2  textCnt:2
учение боевой содружество 2005 . как :  count:2  textCnt:2
комплекс бортовой радиоэлектронный оборудование , обеспечивающий :  count:2  textCnt:2
космос , поскольку принципиальный различие орган :  count:2  textCnt:2
. новый боева вертолет способен развивать :  count:2  textCnt:2
есть выведен на орбита в 1990 :  count:2  textCnt:2
американский спутник связь directv 8 , :  count:2  textCnt:2
в финский залив . около 21 :  count:2  textCnt:2
уровень федеральный орган исполнительный власть , :  count:2  textCnt:2
по мера его разрушение поступать в :  count:2  textCnt:2
вышел в июль 2004 год , :  count:2  textCnt:2
два танк так 72 , принадлежавший :  count:2  textCnt:2
представил в конгресс законопроект о увеличение :  count:2  textCnt:2
камера , что позволил учёный следить :  count:2  textCnt:2
испытание она есть сдан флот к :  count:2  textCnt:2
накануне вечер . пру посадка в :  count:2  textCnt:2
11 и другой . на выставка :  count:2  textCnt:2
способный дважды за два неделя слетать :  count:2  textCnt:2
, считаю в исследовательский центр nasa :  count:2  textCnt:2
ракета носитель и не есть закрыт :  count:2  textCnt:2
экспедиция и провел на станция краткосрочный :  count:2  textCnt:2
на предложенный джордж буш программа исследование :  count:2  textCnt:2
и украина . как сообщаю риа :  count:2  textCnt:2
район азорский остров , крит , :  count:2  textCnt:2
, сообщаю официальный сайт nasa . :  count:2  textCnt:2
, насколько серьезны повреждение , полученный :  count:2  textCnt:2
осуществить с она столкновение на скорость :  count:2  textCnt:2
создан компания scaled composites , возглавляемый :  count:2  textCnt:2
переговоры по её ядерный программа , :  count:2  textCnt:2
апл проект 671 ртм по натовский :  count:2  textCnt:2
, однако через несколько год продажа :  count:2  textCnt:2
. кризис в отношение сша и :  count:2  textCnt:2
на минимальный расстояние и заняв позиция :  count:2  textCnt:2
2005 год северокорейский власть официально объявил :  count:2  textCnt:2
чиновник , заявление российский военный о :  count:2  textCnt:2
одиссей из экваториальный район тихий океан :  count:2  textCnt:2
конец 70 х год . её :  count:2  textCnt:2
увеличение личной состав на 30 тысяча :  count:2  textCnt:2
, сообщаю washington post . в :  count:2  textCnt:2
наблюдаю министр оборона рф сергей иван :  count:2  textCnt:2
третий ранг максим гаврил и курсант :  count:2  textCnt:2
минимальный расстояние и заняв позиция между :  count:2  textCnt:2
согласился выделить на предложенный джордж буш :  count:2  textCnt:2
боль , похожий по ощущение на :  count:2  textCnt:2
проект nasa , европейский и итальянский :  count:2  textCnt:2
заключенных , который могу быть причастен :  count:2  textCnt:2
как и природа сам xanadu , :  count:2  textCnt:2
и мы проинформировал о это грузинский :  count:2  textCnt:2
spaceshipone преодолел 100 километровый рубеж высота :  count:2  textCnt:2
прошел предполетную подготовка и медицинский осмотр :  count:2  textCnt:2
полёт стал определение место для предстоящий :  count:2  textCnt:2
старт , участник который являюсь россия :  count:2  textCnt:2
прибыль на станция неделя назад на :  count:2  textCnt:2
, крит , санторини , а :  count:2  textCnt:2
нагреваю вод , содержащийся в клетка :  count:2  textCnt:2
есть отложен из за технический неполадка :  count:2  textCnt:2
воссоздать условие , существовавший непосредственно после :  count:2  textCnt:2
система , долина , кратер или :  count:2  textCnt:2
военен морской парад в санкт петербург :  count:2  textCnt:2
с помощь новое реактор , это :  count:2  textCnt:2
2005 год есть объявлен набор доброволец :  count:2  textCnt:2
из который 50 поступил в ввс :  count:2  textCnt:2
основной версия включаю в себя неисправность :  count:2  textCnt:2
полёт неисправность один прибор достаточно , :  count:2  textCnt:2
заминка в подготовка корабль к запуск :  count:2  textCnt:2
агентство на борт орбитальный комплекс мир :  count:2  textCnt:2
парус , сообщаю риа новость . :  count:2  textCnt:2
с подача питание на базовый матричный :  count:2  textCnt:2
создать культура мир , а не :  count:2  textCnt:2
подлодка это проект есть входить в :  count:2  textCnt:2
слово чиновник , заявление российский военный :  count:2  textCnt:2
являюсь обломок более крупный небесный тело :  count:2  textCnt:2
который смог подняться на высота 100 :  count:2  textCnt:2
несколько неудачный попытка старт и решён :  count:2  textCnt:2
проект спутник gravity probe b разрабатываюсь :  count:2  textCnt:2
создание истребитель пятый поколение joint strike :  count:2  textCnt:2
частность , отмечаю , что в :  count:2  textCnt:2
потребовался тру день на то , :  count:2  textCnt:2
scaled composites , прошел один из :  count:2  textCnt:2
из 53 страна мир . в :  count:2  textCnt:2
станция есть работать на орбита сатурн :  count:2  textCnt:2
основной тяжелая ракета , используемый в :  count:2  textCnt:2
, в связь с чем было :  count:2  textCnt:2
хотилово тверская область накануне вечер . :  count:2  textCnt:2
грузинский мост не выдержал её вес :  count:2  textCnt:2
в конец 1980 х год , :  count:2  textCnt:2
могу доставить на орбита российский транспортный :  count:2  textCnt:2
приблизительный стоимость оба машин составил 22 :  count:2  textCnt:2
год , в течение который cassini :  count:2  textCnt:2
метр , отличаюсь минимальный заметность для :  count:2  textCnt:2
аппарат человек в космос , поскольку :  count:2  textCnt:2
падалкой и майкл финком , который :  count:2  textCnt:2
ядро комета и за столкновение . :  count:2  textCnt:2
. вместе с они в десятидневную :  count:2  textCnt:2
а также инструктаж по безопасность и :  count:2  textCnt:2
вспышка , который могу представлять потенциальный :  count:2  textCnt:2
объект 11 ой армия пво и :  count:2  textCnt:2
определение место для предстоящий приземление . :  count:2  textCnt:2
экипаж 10 й экспедиция и провел :  count:2  textCnt:2
в лед миллион год назад и :  count:2  textCnt:2
флаг командующий черноморский флот вица адмирал :  count:2  textCnt:2
невозможный починить на орбита . планируюсь :  count:2  textCnt:2
помимо смена экипаж на мкс произведён :  count:2  textCnt:2
. первый из они mariner 4 :  count:2  textCnt:2
день . запуск discovery стал первое :  count:2  textCnt:2
в том же ирак . однако :  count:2  textCnt:2
запас , но на служба в :  count:2  textCnt:2
в 01 08 по московский временю :  count:2  textCnt:2
. проблема заключаюсь в том , :  count:2  textCnt:2
цель прорыв в средиземный мор . :  count:2  textCnt:2
в данный регион , и для :  count:2  textCnt:2
это проект есть входить в состав :  count:2  textCnt:2
сша , япония , южный корея :  count:2  textCnt:2
военен политический консультация по вопрос безопасность :  count:2  textCnt:2
давно готовлюсь к работа на мкс :  count:2  textCnt:2
полёт шаттл есть возобновлён . несмотря :  count:2  textCnt:2
отвалился большой фрагмент изоляционный пена . :  count:2  textCnt:2
, чтобы более экономен расходовать топливо :  count:2  textCnt:2
, nasa приостановил подготовка к запланированный :  count:2  textCnt:2
. по его слово , теперь :  count:2  textCnt:2
центр управление полёт валерий лындин . :  count:2  textCnt:2
, падение капсула замедлить не удался :  count:2  textCnt:2
на российский военный полигон ашулук в :  count:2  textCnt:2
миссия mars global surveyor , в :  count:2  textCnt:2
хворов , цель учение являюсь создание :  count:2  textCnt:2
, сообщаю независимый газета . как :  count:2  textCnt:2
российский тяжеловоз на европейский рынок , :  count:2  textCnt:2
, однако расчеты показал , что :  count:2  textCnt:2
сентябрь нынешний год на территория китай :  count:2  textCnt:1
юрий шаргин , который вернется на :  count:2  textCnt:2
самолёт ввс россия миг 31 , :  count:2  textCnt:2
полёт провёл коррекция орбита международный космический :  count:2  textCnt:2
не выделяю радиоактивный отход . кроме :  count:2  textCnt:2
функция орган равновесие . этот эксперимент :  count:2  textCnt:2
